weirdsoft	0.95	10	30	0.521081429	0.575780089	0.457374171	-468007.2	2.696
weirdsoft	0.95	100	30	0.523091881	0.57379891	0.456851797	-368356.9832	4.782
weirdsoft	0.95	1000	
